V_count,A_Day,Road_Type,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle,Casualty_Severity
1,Wednesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Female,86,Car,Slight
3,Wednesday,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,41,Car,Slight
2,Wednesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,77,Bus or coach (17 or more passenger seats),Slight
2,Wednesday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,32,Car,Slight
3,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,36,Taxi/Private hire car,Slight
1,Thursday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Male,20,Taxi/Private hire car,Serious
1,Thursday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Female,19,Taxi/Private hire car,Slight
2,Wednesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,30,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,8,Car,Slight
3,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,31,Car,Slight
3,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,23,Car,Slight
1,Friday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,22,Car,Serious
2,Saturday,B,Wet / Damp,Darkness: no street lighting,Fine with high winds,Driver or rider,Male,29,Car,Slight
2,Saturday,B,Wet / Damp,Darkness: no street lighting,Fine with high winds,Vehicle or pillion passenger,Female,29,Car,Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,22,Motorcycle over 50cc and up to 125cc,Serious
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,52,Motorcycle over 50cc and up to 125cc,Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,38,Motorcycle over 50cc and up to 125cc,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,50,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,29,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,52,Car,Slight
2,Friday,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Male,24,Pedal cycle,Slight
1,Saturday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,22,Car,Slight
2,Saturday,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,70,Car,Slight
2,Saturday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Female,43,Car,Slight
2,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,18,Motorcycle over 125cc and up to 500cc,Serious
2,Saturday,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Female,37,Car,Slight
2,Sunday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Male,25,Pedal cycle,Serious
2,Saturday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,40,Pedal cycle,Slight
1,Sunday,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Female,4,Bus or coach (17 or more passenger seats),Slight
2,Sunday,B,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver or rider,Female,69,Car,Slight
2,Sunday,B,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver or rider,Male,38,Car,Slight
2,Sunday,B,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Vehicle or pillion passenger,Male,18,Car,Slight
2,Sunday,B,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Vehicle or pillion passenger,Female,2,Car,Slight
2,Sunday,Unclassified,Dry,Darkness: street lighting unknown,Unknown,Driver or rider,Female,72,Car,Slight
2,Sunday,Unclassified,Dry,Darkness: street lighting unknown,Unknown,Vehicle or pillion passenger,Male,80,Car,Slight
4,Sunday,Motorway,Wet / Damp,Darkness: no street lighting,Raining with high winds,Driver or rider,Female,35,Car,Slight
4,Sunday,Motorway,Wet / Damp,Darkness: no street lighting,Raining with high winds,Vehicle or pillion passenger,Female,3,Car,Slight
4,Sunday,Motorway,Wet / Damp,Darkness: no street lighting,Raining with high winds,Vehicle or pillion passenger,Female,5,Car,Slight
2,Sunday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Male,48,Taxi/Private hire car,Slight
2,Monday,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver or rider,Male,25,Motorcycle over 50cc and up to 125cc,Slight
2,Monday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,24,Car,Slight
1,Saturday,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Pedestrian,Female,46,Taxi/Private hire car,Slight
2,Monday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,29,Pedal cycle,Slight
2,Monday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,46,Car,Slight
3,Monday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,36,Taxi/Private hire car,Serious
3,Monday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,22,Car,Slight
2,Monday,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver or rider,Female,23,Pedal cycle,Slight
2,Tuesday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,20,Motorcycle over 50cc and up to 125cc,Slight
5,Tuesday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,40,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,20,Car,Serious
1,Tuesday,Unclassified,Dry,Daylight: street lights present,Unknown,Pedestrian,Female,70,Car,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,20,Motorcycle over 50cc and up to 125cc,Slight
2,Tuesday,A,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Female,71,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,44,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,14,Pedal cycle,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,32,Car,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,42,Car,Slight
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,41,Car,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,25,Pedal cycle,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,40,Motorcycle over 50cc and up to 125cc,Serious
1,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,77,Bus or coach (17 or more passenger seats),Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,73,Car,Slight
3,Wednesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,65,Car,Slight
3,Wednesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,7,Car,Slight
3,Wednesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,16,Car,Slight
3,Wednesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,15,Car,Slight
3,Wednesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,15,Car,Slight
2,Wednesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,30,Car,Slight
2,Wednesday,A,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Male,30,Car,Slight
2,Wednesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,31,Car,Slight
2,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,43,Car,Slight
2,Thursday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,39,Car,Slight
3,Thursday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,20,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,22,Car,Slight
2,Thursday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,30,Pedal cycle,Slight
2,Thursday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,19,Car,Slight
2,Friday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,28,Car,Slight
2,Friday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,16,Car,Slight
1,Friday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Female,10,Car,Slight
1,Friday,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,23,Car,Slight
2,Friday,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,48,Car,Slight
2,Friday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,51,Pedal cycle,Slight
1,Saturday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Female,30,Car,Slight
3,Saturday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,64,Car,Slight
3,Saturday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,51,Car,Slight
3,Saturday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,38,Car,Slight
3,Saturday,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Female,53,Car,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,26,Pedal cycle,Slight
1,Saturday,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,44,Car,Slight
2,Saturday,B,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Female,22,Car,Slight
2,Saturday,B,Dry,Darkness: street lights present and lit,Unknown,Vehicle or pillion passenger,Male,20,Car,Slight
2,Sunday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,62,Pedal cycle,Serious
2,Sunday,B,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,32,Car,Slight
2,Sunday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,29,Pedal cycle,Slight
3,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,28,Car,Slight
3,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,51,Car,Slight
1,Monday,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Pedestrian,Male,9,Car,Serious
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,59,Pedal cycle,Slight
1,Monday,Unclassified,Frost / Ice,Darkness: no street lighting,Raining without high winds,Driver or rider,Female,22,Car,Slight
3,Monday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,67,Taxi/Private hire car,Serious
3,Tuesday,A,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver or rider,Female,25,Car,Slight
5,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,20,Car,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,53,Pedal cycle,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,45,Car,Slight
2,Tuesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,46,Mobility Scooter,Slight
1,Tuesday,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,26,Car,Slight
1,Wednesday,Unclassified,Wet / Damp,Daylight: street lights present,Unknown,Pedestrian,Female,15,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,26,Pedal cycle,Slight
1,Wednesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Unknown,Pedestrian,Male,17,Goods vehicle 3.5 tonnes mgw and under,Slight
4,Wednesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Female,49,Car,Slight
1,Thursday,Unclassified,Frost / Ice,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,18,Car,Slight
2,Wednesday,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Male,27,Car,Slight
1,Thursday,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Driver or rider,Male,35,Car,Slight
2,Thursday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,59,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Female,45,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,63,Pedal cycle,Slight
2,Thursday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,39,Pedal cycle,Slight
2,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Male,22,Car,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Unknown,Pedestrian,Male,61,Car,Serious
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,19,Motorcycle over 50cc and up to 125cc,Slight
1,Thursday,B,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,20,Bus or coach (17 or more passenger seats),Slight
2,Thursday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,52,Car,Slight
1,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Female,52,Car,Serious
2,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,19,Car,Slight
2,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,20,Car,Slight
