,V_count,A_Day,A_Time,Road_Type,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle,Casualty_Severity
1565,3,3,3,0,0,2,1,0,1,17,8,0
1566,2,1,2,0,0,2,1,2,1,13,1,0
1567,2,1,1,4,0,2,1,0,1,22,12,0
1568,1,5,3,4,0,2,1,3,0,3,1,0
1569,1,6,4,0,0,4,1,3,1,38,1,0
1570,2,4,3,0,3,4,5,0,1,23,10,0
1571,2,0,3,4,0,4,1,0,1,29,12,0
1572,2,2,2,0,0,4,1,0,1,36,9,0
1573,1,3,4,4,0,2,1,2,1,20,1,0
1574,1,5,3,4,0,4,1,3,1,14,1,0
1575,1,6,1,0,0,4,1,3,1,53,1,0
1576,2,6,1,0,0,4,1,0,1,50,9,0
1577,2,0,3,4,0,4,1,0,1,17,10,0
1578,1,0,4,0,0,3,1,3,0,21,13,0
1579,1,2,4,0,0,2,1,2,0,7,2,0
1580,2,3,3,4,0,4,1,0,1,63,9,0
1581,2,6,1,0,0,2,1,0,1,21,9,0
1582,1,4,2,4,0,2,1,3,1,18,1,0
1583,2,4,4,0,0,3,1,0,1,28,10,0
1584,2,0,2,0,0,2,1,0,1,24,12,0
1585,1,0,1,4,0,3,1,3,0,29,0,0
1586,1,2,1,0,0,2,1,3,0,51,1,0
1587,2,1,4,0,0,4,1,0,1,32,10,0
1588,2,5,4,4,0,4,1,0,0,72,1,0
1589,2,6,2,0,0,4,1,0,1,31,12,0
1590,1,1,2,4,0,4,1,3,0,67,1,0
1591,1,1,2,0,0,2,1,3,1,66,1,0
1592,1,1,3,4,0,2,1,3,1,5,1,0
1593,2,5,4,0,0,4,1,0,1,34,12,0
1594,1,5,1,4,0,4,1,3,0,90,1,0
1595,2,5,4,4,0,4,1,3,0,44,1,0
1596,2,5,1,0,0,4,1,0,1,19,10,0
1597,2,5,3,0,0,4,1,0,1,42,9,0
1598,2,1,4,2,0,4,1,0,1,40,12,0
1599,1,1,2,2,0,4,1,3,1,9,1,0
1600,2,1,4,4,0,2,1,0,1,32,12,0
1601,2,5,3,0,0,2,1,0,0,64,11,0
1602,2,5,2,0,0,2,1,0,1,19,1,0
1603,2,5,2,4,0,4,1,0,0,21,12,0
1604,1,0,1,2,0,2,1,3,0,77,1,0
1605,4,3,2,0,0,2,1,2,0,26,8,0
1606,1,3,2,0,0,2,1,0,1,40,9,0
1607,4,6,4,0,3,4,5,0,0,67,1,0
1608,5,2,4,0,3,3,5,2,0,2,1,0
1609,3,2,1,4,3,3,5,0,1,49,13,0
1610,1,1,1,0,0,4,1,3,1,44,0,0
1611,2,1,4,0,0,2,1,0,1,31,12,0
1612,1,1,1,0,0,2,1,3,0,13,1,0
1613,2,6,2,0,0,4,1,0,1,16,12,0
1614,1,3,1,4,0,2,1,0,1,51,9,0
1615,2,5,3,4,0,2,1,0,1,34,12,0
1616,1,6,3,0,3,2,1,0,1,32,1,0
1617,1,6,2,4,0,4,1,3,0,18,1,0
1618,1,4,4,0,3,4,5,3,1,12,1,0
1619,1,1,4,4,0,4,1,3,0,13,1,0
1620,2,1,1,0,3,2,1,0,1,33,12,0
1621,2,5,1,0,3,4,1,0,1,39,12,0
1622,2,6,3,4,0,2,1,0,1,36,12,0
1623,3,4,1,4,0,4,1,0,1,32,8,0
1624,1,3,3,0,0,2,1,0,1,50,1,0
1625,2,3,1,0,0,3,1,0,1,46,1,0
1626,2,4,1,2,0,2,1,0,1,48,12,0
1627,1,0,4,4,0,4,1,3,1,14,5,0
1628,2,2,2,4,0,4,1,0,1,33,12,0
1629,1,3,4,2,0,4,1,3,0,80,1,0
1630,2,3,2,4,0,4,1,0,1,20,12,0
1631,1,3,2,4,0,4,1,3,0,8,2,0
1632,2,1,3,3,0,4,1,0,1,48,1,0
1633,2,1,2,4,0,4,1,3,0,48,13,0
1634,1,1,1,0,0,2,1,0,1,32,10,0
1635,1,1,2,4,0,4,1,3,0,70,1,0
1636,2,6,1,4,0,4,1,0,1,51,12,0
1637,1,4,2,4,0,4,1,3,0,8,5,0
1638,2,0,2,4,0,4,1,2,0,61,10,0
1639,1,0,3,4,0,2,1,3,0,9,1,0
1640,2,3,4,4,0,4,1,0,0,8,12,0
1641,1,1,4,4,0,4,1,3,0,79,3,0
1642,2,4,2,4,0,4,1,0,0,65,11,0
1643,2,0,1,0,3,2,1,0,1,26,9,0
1644,2,3,1,4,0,2,1,0,1,42,12,0
1645,2,5,4,4,0,2,1,0,1,18,10,0
1646,2,5,2,4,0,4,1,0,1,37,12,0
1647,2,6,4,4,0,4,1,3,1,7,1,0
1648,1,6,4,4,0,2,1,3,0,23,1,0
1649,2,6,4,0,0,2,1,0,1,43,9,0
1650,1,6,1,4,0,0,1,3,1,12,1,0
1651,2,4,2,0,0,2,1,0,1,48,12,0
1652,2,4,1,3,0,2,1,2,0,50,9,0
1653,2,4,1,0,0,4,1,0,1,18,1,0
1654,1,0,2,4,0,4,1,3,1,23,0,0
1655,1,3,4,4,3,4,1,3,1,15,1,0
1656,1,3,2,4,3,4,1,3,1,16,1,0
1657,1,5,2,2,0,2,1,3,1,15,1,0
1658,1,4,3,4,0,2,1,2,1,22,1,0
1659,1,4,3,4,0,4,1,3,1,4,1,0
1660,1,2,2,4,0,2,1,3,0,10,1,0
1661,1,2,4,4,0,2,1,3,1,2,1,0
1662,1,2,1,1,0,1,1,0,1,56,1,0
1663,1,5,4,4,0,4,1,3,1,13,2,0
1664,2,6,4,4,0,4,1,0,1,26,10,0
1665,1,6,3,0,0,2,1,0,1,55,9,0
1666,1,2,4,4,0,2,1,3,0,27,1,0
1667,1,3,4,4,0,3,1,3,1,18,1,0
1668,1,1,1,4,0,3,1,0,1,16,5,0
1669,1,2,4,0,0,4,1,0,1,53,12,0
1670,1,2,1,4,0,2,1,3,1,27,1,0
1671,1,4,1,0,0,2,1,2,1,20,1,0
1672,1,0,1,0,0,4,1,0,1,47,9,0
1673,2,0,2,4,0,4,1,0,1,60,1,0
1674,1,3,1,4,0,4,1,3,1,5,1,0
1675,1,1,1,4,0,4,1,3,0,11,1,0
1676,1,6,1,4,3,4,1,3,1,18,1,0
1677,1,4,3,3,0,4,1,0,0,66,11,0
1678,3,0,3,2,0,4,1,0,1,48,5,0
1679,2,2,1,0,0,4,1,0,1,48,12,0
1680,1,5,1,0,0,4,1,2,0,60,1,0
1681,2,6,4,0,0,4,1,0,0,32,1,0
1682,2,6,3,0,0,4,1,0,1,54,9,0
1683,1,0,3,4,3,3,5,3,1,19,1,0
1684,2,0,3,4,0,2,1,0,1,16,5,0
1685,2,2,4,2,0,4,1,0,1,20,10,0
1686,2,5,2,0,0,2,1,0,0,63,1,0
1687,2,6,1,0,3,4,1,0,1,79,10,0
1688,1,4,3,2,0,2,1,0,1,57,12,0
1689,1,0,3,4,3,4,1,3,1,75,1,0
1690,3,0,1,4,0,2,1,0,1,28,2,0
1691,1,0,4,0,0,2,1,3,1,14,0,0
1692,2,2,1,4,3,3,1,2,1,18,1,0
1693,1,2,4,0,0,2,1,0,1,29,9,0
1694,1,1,3,4,0,2,1,3,1,54,1,0
1695,3,1,4,0,0,2,1,0,1,51,12,0
1696,2,5,4,2,0,2,1,3,0,37,1,0
1697,1,6,4,0,0,2,1,3,1,30,1,0
1698,2,4,4,4,0,4,1,0,1,24,10,0
1699,1,0,1,0,3,2,1,3,0,45,1,0
1700,1,0,1,4,0,4,1,3,1,8,1,0
1701,1,2,3,4,0,2,1,0,0,39,1,0
1702,2,1,4,0,0,4,1,0,1,34,9,0
1703,2,1,2,0,0,2,1,0,1,24,1,0
1704,2,1,2,0,0,2,1,2,1,23,1,0
1705,2,5,2,4,0,4,1,0,1,21,10,0
1706,1,6,2,0,0,4,1,2,0,68,0,0
1707,3,3,3,4,0,2,1,0,1,28,1,0
1708,1,5,4,4,3,4,1,0,1,18,10,0
1709,2,5,2,2,0,4,1,0,1,27,12,0
1710,2,6,4,4,3,4,1,0,1,57,12,0
1711,3,4,3,0,0,2,1,0,1,35,1,0
1712,2,2,1,0,0,4,1,0,1,44,1,0
1713,1,2,3,0,0,2,1,0,1,39,9,0
1714,1,1,4,0,0,4,1,3,1,18,1,0
1715,1,5,1,0,3,4,1,2,1,18,1,0
1716,2,6,1,0,3,3,5,0,1,34,12,0
1717,1,6,1,4,3,4,1,3,0,78,1,0
1718,2,0,2,0,0,4,1,0,1,21,10,0
1719,2,0,2,4,0,4,1,0,1,22,5,0
1720,2,0,3,3,0,2,1,0,1,84,1,0
1721,1,2,2,0,0,2,1,3,1,29,1,0
1722,3,3,4,4,0,3,1,0,1,50,1,0
1723,3,3,4,4,0,3,1,2,0,49,1,0
1724,3,3,3,4,0,3,1,2,1,24,1,0
1725,3,3,2,4,0,3,1,2,0,23,1,0
1726,3,3,1,4,0,3,1,2,1,17,1,0
1727,2,6,2,0,0,4,1,0,1,26,12,0
1728,1,4,2,4,0,4,1,3,0,26,1,0
1729,1,0,1,4,3,3,4,3,1,53,1,0
1730,2,2,1,4,0,3,1,2,1,18,1,0
1731,1,2,2,4,0,2,1,3,1,11,1,0
1732,2,3,1,0,0,1,1,0,1,83,1,0
1733,2,1,3,4,3,3,1,0,1,36,1,0
1734,2,1,3,4,3,3,1,2,0,23,1,0
1735,2,1,1,0,3,4,1,0,0,21,12,0
1736,1,4,4,4,0,4,1,3,0,89,1,0
1737,2,2,4,4,0,4,1,0,1,54,9,0
1738,2,3,2,0,0,4,1,2,0,82,1,0
1739,2,3,3,0,3,2,1,0,1,40,12,0
1740,1,1,4,2,3,4,1,3,0,39,1,0
1741,1,1,1,4,3,4,5,3,1,29,1,0
1742,1,6,3,0,0,3,1,3,0,30,1,0
1743,1,4,4,4,0,4,1,3,1,15,1,0
1744,2,2,2,0,3,3,5,2,0,63,1,0
1745,1,3,4,0,0,4,1,3,0,73,5,0
1746,4,5,3,4,3,4,5,0,1,43,1,0
1747,1,5,2,4,0,2,1,3,0,40,1,0
1748,2,6,1,4,0,2,1,0,1,21,12,0
1749,1,6,4,2,3,3,1,0,1,41,1,0
1750,1,4,1,4,0,4,1,3,1,53,1,0
1751,1,4,2,4,0,4,1,2,0,82,0,0
1752,1,4,2,0,1,4,1,0,1,24,8,0
1753,2,4,4,4,0,2,1,0,1,42,12,0
1754,2,0,4,0,0,3,1,0,1,20,12,0
1755,1,2,1,0,0,3,1,3,1,60,1,0
1756,1,2,3,4,0,4,1,3,0,50,1,0
1757,1,4,2,4,3,4,1,0,1,21,1,0
1758,2,0,4,0,3,3,1,0,1,45,12,0
1759,2,0,2,0,0,3,1,2,0,34,1,0
1760,1,3,1,4,0,2,1,3,1,23,1,0
1761,1,0,1,0,3,3,1,2,1,21,1,0
1762,1,3,1,4,0,2,1,3,1,18,1,0
1763,2,6,4,0,3,3,5,0,1,55,8,0
1764,1,6,2,4,3,3,5,0,1,78,1,0
1765,2,4,4,4,3,4,5,0,1,55,1,0
1766,1,4,2,4,0,2,1,3,1,19,1,0
1767,1,0,3,0,0,4,1,3,0,11,1,0
1768,1,0,2,4,0,3,1,3,1,31,1,0
1769,1,1,2,4,3,3,1,3,0,67,1,0
1770,1,0,3,0,0,4,1,3,0,42,1,0
1771,1,3,4,0,3,4,1,3,1,53,1,0
